PB030,HB030,RB050,AGE,RB090,RB220,RB230,RB240,RL010,RL020,RL030,RL040,RL050,RL060,PB190,PB200,PE010,PE020,PE030,PE040,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PL015,PL020,PL025,PL031,PL040,PL051,PL060,PL073,PL074,PL075,PL076,PL080,PL085,PL086,PL087,PL088,PL089,PL090,PL100,PL111,PL120,PL190,PL200,PL130,PL140,PL150,PY010G,PY010N,PY020G,PY021G,PY030G,PY035G,PY050G,PY050N,PY080G,PY090G,PY090N,PY100G,PY110G,PY120G,PY120N,PY130G,PY140G,AP,SL,M_K
1059490005,10594900,1285.84582,66,1,,,,,,,,,,4,3,2,,1967,300,3,2,3,2,,2,,,,,3,1,11,40,0,0,12,0,0,0,0,0,0,0,0,,49,,18,40,4,,,0,0,0,0,0,0,8103.19,6887.71,0,0,0,11632.32,840,0,0,0,0,1,7,2
1059490006,10594900,1285.84582,10,2,1059490001,1059490004,,,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2
1059500001,10595000,723.22353,45,2,,,1059500003,,,,,,,2,1,2,,1992,600,2,2,3,2,,2,,,,,1,3,23,40,12,0,0,0,0,0,0,0,0,0,0,,85,,23,22,13,1,2,25936.59,20400,0,0,7963.88,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2
1059500002,10595000,723.22353,10,2,1059500003,1059500001,,,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2
1059500003,10595000,723.22353,43,1,,,1059500001,,,,,,,2,1,2,,1989,300,2,2,3,2,,2,,,,,1,3,71,40,12,0,0,0,0,0,0,0,0,0,0,,41,,20,23,12,1,2,30135.01,30000,0,0,464.75,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2
1059500004,10595000,723.22353,18,1,1059500003,1059500001,,,,,,,,1,3,1,34,2013,200,,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2
1059510001,10595100,265.47063,53,2,,,1059510002,,,,,,,2,1,2,,1979,400,2,2,3,2,,2,,,,,1,3,22,40,12,0,0,0,0,0,0,0,0,0,0,,86,,19,20,13,1,2,17837.71,14400,0,0,5234.64,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2
1059510002,10595100,265.47063,55,1,,,1059510001,,,,,,,2,1,2,,1978,400,,2,2,2,,2,,,,,1,3,74,40,12,0,0,0,0,0,0,0,0,0,0,,41,,20,31,13,1,2,11513.71,9600,0,0,3476.49,0,0,0,0,0,0,0,0,515.52,417.28,4257.9,0,1,7,2
1059520001,10595200,731.89503,63,2,,,1059520002,,,,,,,2,1,2,,1969,300,3,1,3,2,,2,,1,,,7,3,52,,0,0,0,0,0,12,0,0,0,0,0,,,,19,30,,1,2,0,0,0,0,0,0,0,0,0,0,0,7425.12,0,0,0,0,0,1,7,2
1059520002,10595200,731.89503,62,1,,,1059520001,,,,,,,2,1,2,,1970,400,2,2,3,2,,2,,,,,1,3,83,48,12,0,0,0,0,0,0,0,0,0,0,10,49,,18,40,13,1,2,36148.23,27575.14,0,0,11211.62,0,7365.61,7365.61,0,0,0,0,0,0,0,0,0,1,7,2
1059530001,10595300,1921.87141,75,2,,,,,,,,,,4,3,2,,1963,600,3,1,2,2,,2,,1,,,7,3,23,,0,0,0,0,0,12,0,0,0,0,0,,,,21,39,,1,2,16636.81,12703.16,0,0,9521.93,0,0,0,0,0,0,28646.83,981.48,628.99,509.47,0,0,1,7,2
1059540001,10595400,2291.68157,31,1,,1059540002,,,,,,,,1,3,2,,1999,352,3,2,3,2,,2,,1,1,1,5,3,72,,0,0,0,0,12,0,0,0,0,0,0,,,,17,2,,1,2,106.5,96.91,0,0,32.99,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2
1059540002,10595400,2291.68157,58,2,,,,,,,,,,4,3,2,,1974,400,3,1,1,2,,2,,1,1,2,5,3,71,,0,0,0,0,12,0,0,0,0,0,0,,,,19,15,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2
1059560001,10595600,1042.76074,74,2,,,,,,,,,,4,3,2,,1954,100,4,2,2,2,,2,,1,,,7,3,71,,0,0,0,0,0,12,0,0,0,0,0,,,,16,34,,1,2,0,0,0,0,0,0,0,0,0,0,0,9959.4,840,0,0,0,0,1,7,2
1059570001,10595700,55.99775,85,1,,,1059570002,,,,,,,2,1,2,,1955,300,4,1,2,2,,2,,1,,,7,3,83,,0,0,0,0,0,12,0,0,0,0,0,,,,18,45,,1,2,0,0,0,0,0,0,0,0,0,0,0,12731.04,0,0,0,0,0,2,2,1
1059570002,10595700,55.99775,80,2,,,1059570001,,,,,,,2,1,2,,1953,300,3,1,2,2,,2,,1,,,7,3,22,,0,0,0,0,0,12,0,0,0,0,0,,,,19,45,,1,2,0,0,0,0,0,0,0,0,0,0,0,8059.68,0,0,0,0,0,2,2,1
1059570003,10595700,55.99775,49,2,1059570001,1059570002,,,,,,,,1,3,2,,,400,2,2,3,2,,2,,,,,1,3,13,40,12,0,0,0,0,0,0,0,0,0,0,,86,,21,27,13,1,1,33654.3,25674.14,0,0,10426.13,0,0,0,0,0,0,0,0,6382.37,5049.66,0,0,2,2,1
1059580001,10595800,194.97608,82,1,,,1059580002,,,,,,,2,1,2,,1955,700,4,1,2,2,,2,,1,,,7,3,23,,0,0,0,0,0,12,0,0,0,0,0,,,,19,49,,1,2,0,0,0,0,0,0,0,0,0,0,0,13096.92,0,0,0,0,0,2,2,1
1059580002,10595800,194.97608,76,2,,,1059580001,,,,,,,2,1,2,,,700,3,1,2,2,,2,,1,,,7,3,22,,0,0,0,0,0,12,0,0,0,0,0,,,,19,45,,1,2,0,0,0,0,0,0,0,0,0,0,0,11240.42,0,0,0,0,0,2,2,1
1059600001,10596000,133.78477,75,1,,,1059600002,,,,,,,2,1,2,,1962,700,2,2,3,2,,2,,1,,,7,3,14,,0,0,0,0,0,12,0,0,0,0,0,,,,23,42,,1,1,0,0,0,0,0,0,0,0,0,0,0,12227.28,0,0,0,0,0,2,2,1
1059600002,10596000,133.78477,70,2,,,1059600001,,,,,,,2,1,2,,1966,600,3,2,3,2,,2,,1,,,7,3,14,,0,0,0,0,0,12,0,0,0,0,0,,,,22,40,,1,1,0,0,0,0,0,0,0,0,0,0,0,10988.16,0,0,0,0,0,2,2,1
1059610001,10596100,206.53925,71,1,,,,,,,,,,5,3,2,,1960,300,3,1,2,2,,2,,1,,,7,3,83,,0,0,0,0,0,12,0,0,0,0,0,,,,19,51,,1,2,3454.2,3143.33,0,0,1070.08,0,0,0,0,0,0,11579.76,0,0,0,0,0,2,2,1
1059620001,10596200,315.57492,67,1,,,,,,,,,,4,3,2,,1964,300,3,1,3,2,,2,,,,,1,3,83,40,12,0,0,0,0,0,0,0,0,0,0,,49,,18,45,13,1,2,29679.45,22800,0,0,9194.69,0,0,0,0,0,0,27675.84,840,0,0,0,0,2,2,1
1059630001,10596300,2526.84304,26,1,,,1059630002,,,,,,,2,2,2,,2011,600,1,2,3,2,,2,,,,,1,3,21,40,12,0,0,0,0,0,0,0,0,0,0,,43,,24,1,9,1,2,11755.19,9512.28,0,0,4016.78,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059630002,10596300,2526.84304,23,2,,,1059630001,,,,,,,2,2,1,60,2010,344,1,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,,,7069.74,6064.46,0,0,2190.21,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059640001,10596400,187.44898,47,1,,,1059640002,,,,,,,2,1,2,,1988,400,2,2,3,2,,2,,,,,1,3,83,40,12,0,0,0,0,0,0,0,0,0,0,,49,,20,26,13,1,2,32953.38,30000,0,0,4689.6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059640002,10596400,187.44898,45,2,,,1059640001,,,,,,,2,1,2,,1990,400,3,2,3,2,,2,,,,,1,3,73,40,12,0,0,0,0,0,0,0,0,0,0,,13,,20,20,13,1,2,20296.2,15917.48,0,0,6287.75,0,0,0,0,0,0,0,0,4430.06,3527.16,0,0,2,2,1
1059650001,10596500,740.55038,47,1,,,,,,,,,,5,3,2,,1991,400,2,2,3,2,,2,,,,,1,3,51,40,12,0,0,0,0,0,0,0,0,0,0,,84,,24,15,13,1,2,26332.73,20400,0,0,8281.05,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059680001,10596800,199.95057,51,1,,,1059680003,,,,,,,2,1,2,,1986,700,2,2,3,2,,2,,,,,1,3,33,40,12,0,0,0,0,0,0,0,0,0,0,,84,,20,30,13,1,1,20839.22,18000,1700,200,4840.54,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059680002,10596800,199.95057,15,2,1059680001,1059680003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
1059680003,10596800,199.95057,46,2,,,1059680001,,,,,,,2,1,2,,1991,600,3,1,3,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,45,,22,22,12,1,1,23370.58,20400,0,0,4804.09,800,0,0,0,0,0,0,0,310.27,255.84,0,0,2,2,1
1059690001,10596900,555.78807,52,1,,,,,,,,,,3,3,2,,1980,300,2,2,3,2,,2,,1,1,1,5,3,52,,0,0,0,0,12,0,0,0,0,0,0,,,,18,25,,1,2,12827.51,9748.63,0,0,5344.29,0,0,0,0,4423.28,3361.59,0,0,0,0,0,0,2,2,1
1059710001,10597100,100.77633,54,1,,,1059710002,,,,,,,2,1,2,,1983,400,3,1,3,2,,2,,,,,4,2,34,30,0,0,0,12,0,0,0,0,0,0,0,,74,,20,30,1,,,11947.67,9855.38,0,0,3701.39,0,16770,12000,0,0,0,0,0,0,0,0,0,2,2,1
1059710002,10597100,100.77633,54,2,,,1059710001,,,,,,,2,1,2,,1985,700,3,1,3,2,,2,,,,,1,3,23,32,12,0,0,0,0,0,0,0,0,0,0,,85,,23,30,13,1,2,50696.74,39609.03,0,0,16967.22,0,4071.58,3094.14,0,0,0,0,0,0,0,4937.04,0,2,2,1
1059720001,10597200,221.18309,55,1,1059720002,,,,,,,,,5,3,2,,1977,300,4,1,2,2,,2,,1,1,1,5,3,83,,0,0,0,0,12,0,0,0,0,0,0,,,,18,17,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059720002,10597200,221.18309,90,1,,,,,,,,,,4,3,2,,1939,200,,1,2,2,,2,,1,,,7,3,83,,0,0,0,0,0,12,0,0,0,0,0,,,,18,43,,1,2,0,0,0,0,0,0,0,0,0,0,0,15242.64,840,0,0,0,0,2,2,1
1059730001,10597300,120.84606,82,2,,,,,,,,,,4,3,2,,1950,300,4,1,2,2,,2,,1,,,7,3,81,,0,0,0,0,0,12,0,0,0,0,0,,,,18,45,,1,2,0,0,0,0,0,0,0,0,0,0,0,12566.16,840,0,0,0,0,2,2,1
1059730002,10597300,120.84606,61,2,,,1059730003,,,,,,,2,1,2,,1971,400,5,1,1,2,,2,,1,,,7,3,93,,0,0,0,0,0,12,0,0,0,0,0,,,,19,29,,1,2,0,0,0,0,0,0,0,0,0,0,0,3983.54,0,0,0,0,0,2,2,1
1059730003,10597300,120.84606,54,1,,1059730001,1059730002,,,,,,,2,1,2,,1978,200,2,2,3,2,,2,,,,,3,2,71,40,0,0,12,0,0,0,0,0,0,0,0,,41,,21,15,14,,,2405.82,2091.3,0,0,745.33,0,17800,17096.63,0,0,0,0,0,0,0,0,0,2,2,1
1059730004,10597300,120.84606,32,1,1059730003,1059730002,,,,,,,,1,3,2,,2002,354,2,2,3,2,,2,,,,,3,1,13,40,0,0,12,0,0,0,0,0,0,0,0,,25,,20,11,5,,,3947.37,3000.11,0,0,1222.9,0,8200,7661.88,0,0,0,0,0,0,0,0,0,2,2,1
1059740001,10597400,478.24101,83,2,,,,,,,,,,4,3,2,,1941,100,4,1,2,2,,2,,1,,,7,3,71,,0,0,0,0,0,12,0,0,0,0,0,,,,18,33,,1,2,0,0,0,0,0,0,0,0,0,0,0,17597.62,840,0,0,0,0,2,2,1
1059750001,10597500,476.39324,84,2,,,,,,,,,,4,3,2,,1940,100,4,1,2,2,,1,1,1,,,7,3,71,,0,0,0,0,0,12,0,0,0,0,0,,,,16,42,,1,2,0,0,0,0,0,0,0,0,0,0,0,12627.84,966.96,0,0,0,0,2,2,1
1059760001,10597600,472.78672,86,2,,,,,,,,,,4,3,2,,1942,200,4,1,2,2,,2,,1,,,7,3,91,,0,0,0,0,0,12,0,0,0,0,0,,,,17,38,,1,2,0,0,0,0,0,0,0,0,0,0,0,12358.2,0,0,0,0,0,2,2,1
1059770001,10597700,173.21171,88,2,,,,,,,,,,4,3,2,,1949,300,4,1,2,2,,2,,1,,,7,3,75,,0,0,0,0,0,12,0,0,0,0,0,,,,16,39,,1,2,0,0,0,0,0,0,0,0,0,0,0,9913.8,840,0,0,0,0,2,2,1
1059770002,10597700,173.21171,52,2,,1059770001,,,,,,,,1,3,2,,1985,700,3,1,2,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,14,,22,,13,1,2,25136.1,19484.44,0,0,7634.25,0,0,0,0,0,0,0,0,734.28,595.75,0,0,2,2,1
1059790001,10597900,641.41605,39,1,,,1059790003,,,,,,,2,1,2,,1998,600,2,2,3,2,,2,,,,,3,2,71,40,0,0,12,0,0,0,0,0,0,0,0,,41,,20,18,5,,,28865.87,22477.28,0,0,8996.55,800,22770,18000,0,0,0,0,0,0,0,0,0,2,2,1
1059790002,10597900,641.41605,8,2,1059790001,1059790003,,,40,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
1059790003,10597900,641.41605,34,2,,,1059790001,,,,,,,2,1,2,,2003,600,3,2,3,2,,2,,,,,1,3,21,40,12,0,0,0,0,0,0,0,0,0,0,,21,,22,10,13,1,2,46316.94,35587.57,0,0,13949.17,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059790004,10597900,641.41605,4,1,1059790001,1059790003,,40,,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
1059800001,10598000,157.58335,40,1,,1059800003,1059800002,,,,,,,2,1,2,,1993,300,5,1,3,2,,2,,1,2,,8,3,71,,12,0,0,0,0,0,0,0,0,0,0,,,,18,20,,1,2,22109.52,21600,0,0,1757.69,0,0,0,0,698.94,646.41,0,0,3371.9,2729.93,0,0,2,2,1
1059800002,10598000,157.58335,35,2,,,1059800001,,,,,,,2,1,2,,2004,700,2,2,2,2,,2,,,,,1,3,23,36,12,0,0,0,0,0,0,0,0,0,0,,85,,25,9,13,1,2,23173.54,17857.4,0,0,7142.69,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059800003,10598000,157.58335,67,2,,,,,,,,,,4,3,2,,1965,300,4,1,2,2,,1,1,1,,,7,2,73,,0,0,0,0,0,12,0,0,0,0,0,,,,18,38,,,,0,0,0,0,0,0,0,0,0,0,0,10310.76,0,0,0,0,0,2,2,1
1059800004,10598000,157.58335,46,2,,1059800003,,,,,,,,1,3,2,,1986,300,2,2,3,2,,2,,,,,1,3,75,40,12,0,0,0,0,0,0,0,0,0,0,,14,,18,27,11,1,2,9723.85,9600,0,0,254.21,0,0,0,0,3205.32,3205.32,0,0,0,0,0,0,2,2,1
1059800005,10598000,157.58335,9,1,1059800001,1059800002,,,20,10,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
1059800006,10598000,157.58335,1,2,1059800001,1059800002,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
1059810001,10598100,335.51223,41,1,,,1059810002,,,,,,,2,1,2,,1994,400,2,2,3,2,,2,,,,,1,3,72,40,12,0,0,0,0,0,0,0,0,0,0,,45,,18,,11,1,2,27425.7,24000,0,0,5231.82,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059810002,10598100,335.51223,55,2,,,1059810001,,,,,,,2,1,2,,1982,700,3,2,3,2,,2,,1,2,,10,3,12,,2,0,0,0,0,0,0,0,0,10,0,,,,22,,,1,2,13184.6,10019.99,0,0,4084.59,0,0,0,0,4537.62,4537.62,0,0,353.99,293.89,0,0,2,2,1
1059830001,10598300,287.03776,43,1,,,1059830002,,,,,,,2,1,2,,2004,700,1,2,3,2,,2,,,,,3,2,24,40,0,0,12,0,0,0,0,0,0,0,0,,47,,23,19,13,,,3573.14,2873.56,0,0,1106.93,0,30530.21,30000,0,0,0,0,0,0,0,0,0,2,2,1
1059830002,10598300,287.03776,43,2,,,1059830001,,,,,,,2,1,2,,2002,700,2,2,3,2,,2,,,,,1,3,23,36,12,0,0,0,0,0,0,0,0,0,0,,85,,23,15,13,1,2,36195.62,28101.55,0,0,10881.11,0,15249.79,10479.79,0,0,0,0,0,0,0,0,0,2,2,1
1059830003,10598300,287.03776,17,1,1059830001,1059830002,,,,,,,,1,3,1,20,2009,100,,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059830004,10598300,287.03776,3,1,1059830001,1059830002,,0,,,0,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
1059840001,10598400,255.23611,44,1,,,1059840002,,,,,,,2,1,2,,1991,400,2,2,3,2,,2,,,,,1,3,31,40,12,0,0,0,0,0,0,0,0,0,0,,43,,15,,13,1,2,34068.4,30000,0,0,5987.65,0,0,0,0,0,0,0,0,2815.58,2252.77,0,0,2,2,1
1059840002,10598400,255.23611,35,2,,,1059840001,,,,,,,2,1,2,,1997,344,2,2,3,2,,2,,,,,3,2,71,40,0,0,12,0,0,0,0,0,0,0,0,,43,,15,,1,,,0,0,0,0,0,0,39344.26,30000,0,0,0,0,0,0,0,0,0,2,2,1
1059840003,10598400,255.23611,17,1,1059840001,1059840002,,,,,,,,1,3,1,20,2008,100,3,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059840004,10598400,255.23611,7,2,1059840001,1059840002,,8,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
1059870001,10598700,496.29704,74,2,,,,,,,,,,4,3,2,,1963,700,3,1,2,2,,2,,1,,,7,3,21,,0,0,0,0,0,12,0,0,0,0,0,,,,23,40,,1,2,0,0,0,0,0,0,0,0,0,0,0,7550.16,1167,0,0,0,0,2,2,1
1059880001,10598800,496.29704,74,2,,,,,,,,,,4,3,2,,1956,100,3,1,2,1,1,1,1,1,,,7,3,73,,0,0,0,0,0,12,0,0,0,0,0,,,,16,45,,1,2,0,0,0,0,0,0,0,0,0,0,0,11965.68,0,0,0,0,0,2,2,1
1059900001,10599000,122.21403,40,2,,,1059900002,,,,,,,2,1,2,,1994,400,2,2,3,2,,2,,,,,1,3,22,40,12,0,0,0,0,0,0,0,0,0,0,,86,,20,19,12,1,2,29882.38,23217.97,0,0,9257.54,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059900002,10599000,122.21403,41,1,,,1059900001,,,,,,,2,1,2,,1992,300,2,2,3,2,,2,,,,,1,3,83,40,12,0,0,0,0,0,0,0,0,0,0,,10,,19,21,13,1,2,39350.81,30347.4,0,0,11735.96,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059900003,10599000,122.21403,15,1,1059900002,1059900001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
1059900004,10599000,122.21403,12,2,1059900002,1059900001,,,30,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
1059910001,10599100,489.98217,77,2,,,,,,,,,,4,3,2,,1958,300,3,1,2,2,,2,,1,,,7,3,75,,0,0,0,0,0,12,0,0,0,0,0,,,,18,28,,1,2,0,0,0,0,0,0,0,0,0,0,0,9772.8,840,0,0,0,0,2,2,1
1059920001,10599200,487.94481,78,2,,,,,,,,,,4,3,2,,1947,100,3,1,3,2,,2,,1,,,7,3,72,,0,0,0,0,0,12,0,0,0,0,0,,,,16,27,,1,2,0,0,0,0,0,0,0,0,0,0,0,7769.28,840,0,0,0,0,2,2,1
1059940001,10599400,483.96827,80,2,,,,,,,,,,4,3,2,,1963,700,3,1,3,2,,2,,1,,,7,3,21,,0,0,0,0,0,12,0,0,0,0,0,,,,23,40,,1,2,0,0,0,0,0,0,0,0,0,0,0,11425.8,840,0,0,0,0,2,2,1
1059950001,10599500,321.15375,37,1,,,1059950002,,,,,,,2,1,2,,2000,600,,2,3,2,,2,,,,,1,3,11,40,12,0,0,0,0,0,0,0,0,0,0,,20,,18,10,13,1,1,108228.61,82550.04,0,0,33529.22,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059950002,10599500,321.15375,37,2,,,1059950001,,,,,,,2,1,2,,2010,600,2,2,3,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,20,,18,6,13,1,2,44708.42,34305.49,0,0,13655.07,0,1400,1400,0,0,0,0,0,0,0,0,0,2,2,1
1059950003,10599500,321.15375,11,1,1059950001,1059950002,,,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
1059950004,10599500,321.15375,9,1,1059950001,1059950002,,,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
1059970001,10599700,303.96935,63,2,,,,,,,,,,4,3,2,,1966,200,4,1,1,2,,2,,1,,,7,3,93,,0,0,0,0,0,12,0,0,0,0,0,,,,16,30,,1,2,0,0,0,0,0,0,0,0,0,0,0,16235.55,1260,0,0,0,0,2,2,1
1059970002,10599700,303.96935,13,2,,1059970003,,,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
1059970003,10599700,303.96935,28,2,,1059970001,,,,,,,,1,3,2,,2013,450,2,2,3,2,,2,,,,,1,3,72,40,5,0,0,0,1,0,0,6,0,0,0,,27,,20,5,13,1,2,4886,4400,0,0,1135.93,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059990001,10599900,247.91015,65,2,,,1059990002,,,,,,,2,1,2,,1969,400,3,1,2,2,,1,1,1,,,7,3,75,,0,0,0,0,0,12,0,0,0,0,0,,,,18,46,,1,2,0,0,0,0,0,0,0,0,0,0,0,10263.72,0,0,0,0,0,2,2,1
1059990002,10599900,247.91015,63,1,,,1059990001,,,,,,,2,1,2,,1970,400,2,2,3,2,,1,1,,,,1,3,83,40,12,0,0,0,0,0,0,0,0,0,0,,49,,18,44,13,1,2,38326.84,29189.82,0,0,11703.62,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1060010001,10600100,669.35832,20,1,,,,,,,,,,1,3,1,60,2013,344,2,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1060020001,10600200,512.28825,67,2,,,,,,,,,,5,3,2,,1967,400,3,1,3,2,,2,,1,,,7,3,31,,0,0,0,0,0,12,0,0,0,0,0,,,,20,31,,1,1,0,0,0,0,0,0,0,0,0,0,0,7951.68,0,0,0,0,0,2,2,1
1060030001,10600300,138.04421,68,2,,,1060030002,,,,,,,2,1,2,,1965,300,5,1,2,2,,2,,1,,,7,3,82,,0,0,0,0,0,12,0,0,0,0,0,,,,18,41,,1,2,0,0,0,0,0,0,0,0,0,0,0,8008.44,0,0,0,0,0,2,2,1
1060030002,10600300,138.04421,69,1,,,1060030001,,,,,,,2,1,2,,1963,300,2,2,3,2,,2,,1,,,7,3,72,,0,0,0,0,0,12,0,0,0,0,0,,,,18,41,,1,2,0,0,0,0,0,0,0,0,0,0,0,9352.68,0,0,0,0,0,2,2,1
1060040001,10600400,206.10841,69,2,,,1060040002,,,,,,,2,1,2,,1972,700,2,2,3,2,,2,,1,,,7,3,26,,0,0,0,0,0,12,0,0,0,0,0,,,,21,35,,1,2,0,0,0,0,0,0,0,0,0,0,0,9754.92,0,0,0,0,0,2,2,1
1060040002,10600400,206.10841,72,1,,,1060040001,,,,,,,2,1,2,,1964,400,,2,3,2,,2,,1,,,7,3,31,,0,0,0,0,0,12,0,0,0,0,0,,,,18,43,,1,2,0,0,0,0,0,0,0,0,0,0,0,14361.24,0,0,0,0,0,2,2,1
1060050001,10600500,505.2112,70,2,,,,,,,,,,5,3,2,,1963,300,3,1,2,2,,1,1,1,,,7,3,73,,0,0,0,0,0,12,0,0,0,0,0,,,,18,40,,1,2,0,0,0,0,0,0,0,0,0,0,0,12492.12,0,0,0,0,0,2,2,1
1060070001,10600700,408.47748,71,2,,,1060070002,,,,,,,2,1,2,,1960,300,3,2,2,2,,2,,1,,,7,3,51,,0,0,0,0,0,12,0,0,0,0,0,,,,18,43,,1,2,0,0,0,0,0,0,0,0,0,0,0,10186.08,0,0,0,0,0,2,2,1
1060070002,10600700,408.47748,72,1,,,1060070001,,,,,,,2,1,2,,1959,300,3,2,3,2,,2,,1,,,7,3,72,,0,0,0,0,0,12,0,0,0,0,0,,,,17,45,,1,2,15576.02,12428.19,0,0,5135.21,0,0,0,0,0,0,14828.76,0,1238.2,978.17,0,0,2,2,1
1060080001,10600800,205.61328,72,2,,,,,,,,,,4,3,2,,,200,3,2,3,2,,2,,1,,,7,3,75,,0,0,0,0,0,12,0,0,0,0,0,,,,16,42,,1,2,0,0,0,0,0,0,0,0,0,0,0,9031.08,840,0,0,0,0,2,2,1
1060080002,10600800,205.61328,10,2,,1060080003,,,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
1060080003,10600800,205.61328,50,2,,1060080001,,,,,,,,1,3,2,,1981,300,,2,3,2,,2,,,,,2,3,52,20,0,12,0,0,0,0,0,0,0,0,0,,56,7,18,25,2,1,2,10189.94,9600,0,0,2030.71,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1060090001,10600900,498.47146,73,2,,,,,,,,,,4,3,2,,1960,300,3,1,2,2,,2,,1,,,7,3,51,,0,0,0,0,0,12,0,0,0,0,0,,,,20,35,,1,2,0,0,0,0,0,0,0,0,0,0,0,9053.52,840,0,0,0,0,2,2,1
1060100001,10601000,319.94759,52,2,,,,,,,,,,5,3,2,,1980,300,2,2,3,2,,2,,,,,1,3,73,40,12,0,0,0,0,0,0,0,0,0,0,,13,,14,35,13,1,2,32775.92,25166.09,0,0,10243.47,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1060110001,10601100,202.66161,53,2,,,1060110002,,,,,,,2,1,2,,2001,600,2,2,3,2,,2,,,,,1,3,23,36,12,0,0,0,0,0,0,0,0,0,0,,85,,21,31,13,1,2,32153.37,24692.79,0,0,9936.27,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
